stop_id,stop_name,stop_lat,stop_lon,stop_timezone
8000169,Hildesheim Hbf,52.160627,9.953494,Europe/Berlin 
8000170,Ulm Hbf,48.399432,9.982224,Europe/Berlin 
8000174,Viersen,51.254946,6.403897,Europe/Berlin 
8000176,Homburg(Saar)Hbf,49.328081,7.337031,Europe/Berlin 
8000177,Horb,48.441475,8.688982,Europe/Berlin 
8000181,Husum,54.472275,9.055022,Europe/Berlin 
8000182,Immendingen,47.936002,8.729532,Europe/Berlin 
8000183,Ingolstadt Hbf,48.744537,11.437335,Europe/Berlin 
8000189,Kaiserslautern Hbf,49.43614,7.768711,Europe/Berlin 
8000191,Karlsruhe Hbf,48.993511,8.402181,Europe/Berlin 
8000192,Wanne-Eickel Hbf,51.531256,7.165787,Europe/Berlin 
8000194,Kaufbeuren,47.875433,10.629492,Europe/Berlin 
8000196,Warburg(Westf),51.492953,9.163846,Europe/Berlin 
8000197,Kempten(Allgäu)Hbf,47.711748,10.317611,Europe/Berlin 
8000199,Kiel Hbf,54.314982,10.131975,Europe/Berlin 
8000206,Koblenz Hbf,50.350927,7.588342,Europe/Berlin 
8000207,Köln Hbf,50.943029,6.958729,Europe/Berlin 
8000211,Krefeld Hbf,51.325718,6.569883,Europe/Berlin 
8000213,Kreiensen,51.851425,9.967796,Europe/Berlin 
8000225,Leer(Ostfriesl),53.231647,7.46528,Europe/Berlin 
8000228,Lichtenfels,50.14645,11.059473,Europe/Berlin 
8000230,Lindau Hbf,47.544342,9.680465,Europe/Berlin 
8000235,Ludwigsburg,48.891861,9.18542,Europe/Berlin 
8000236,Ludwigshafen(Rh)Hbf,49.477985,8.4334,Europe/Berlin 
8000237,Lübeck Hbf,53.867543,10.669818,Europe/Berlin 
8000238,Lüneburg,53.249652,10.419891,Europe/Berlin 
8000240,Mainz Hbf,50.001112,8.258722,Europe/Berlin 
8000244,Mannheim Hbf,49.479351,8.468917,Europe/Berlin 
8000249,Memmingen,47.985578,10.186854,Europe/Berlin 
8000250,Wiesbaden Hbf,50.070788,8.243728,Europe/Berlin 
8000252,Minden(Westf),52.290134,8.934729,Europe/Berlin 
8000253,Mönchengladbach Hbf,51.196579,6.44611,Europe/Berlin 
8000257,Worms Hbf,49.634937,8.356444,Europe/Berlin 
8000259,Mülheim(Ruhr)Hbf,51.431341,6.88651,Europe/Berlin 
8000260,Würzburg Hbf,49.801794,9.935777,Europe/Berlin 
8000261,München Hbf,48.140228,11.558338,Europe/Berlin 
8000262,München Ost,48.127437,11.604975,Europe/Berlin 
8000263,Münster(Westf)Hbf,51.956563,7.635716,Europe/Berlin 
8000266,Wuppertal Hbf,51.254361,7.149543,Europe/Berlin 
8000271,Neumünster,54.075752,9.979815,Europe/Berlin 
8000274,Neuss Hbf,51.204354,6.684522,Europe/Berlin 
8000275,Neustadt(Weinstr)Hbf,49.349556,8.140757,Europe/Berlin 
8000279,Nienburg(Weser),52.645568,9.217754,Europe/Berlin 
8000283,Northeim(Han),51.703139,9.98662,Europe/Berlin 
8000284,Nürnberg Hbf,49.445615,11.082989,Europe/Berlin 
8000286,Oberhausen Hbf,51.474876,6.851587,Europe/Berlin 
8000290,Offenburg,48.476479,7.946724,Europe/Berlin 
8000291,Oldenburg(Oldb),53.144325,8.222711,Europe/Berlin 
8000294,Osnabrück Hbf,52.272848,8.061777,Europe/Berlin 
8000297,Paderborn Hbf,51.712982,8.740508,Europe/Berlin 
8000298,Passau Hbf,48.573634,13.450775,Europe/Berlin 
8000299,Pforzheim Hbf,48.894154,8.703095,Europe/Berlin 
8000301,Plattling,48.779622,12.863941,Europe/Berlin 
8000302,Plochingen,48.713084,9.410807,Europe/Berlin 
8000306,Rastatt,48.86048,8.215619,Europe/Berlin 
8000307,Recklinghausen Hbf,51.616357,7.203487,Europe/Berlin 
8000309,Regensburg Hbf,49.011669,12.099615,Europe/Berlin 
8000310,Remagen,50.577213,7.229781,Europe/Berlin 
8000312,Rendsburg,54.302262,9.671134,Europe/Berlin 
8000314,Reutlingen Hbf,48.496075,9.209116,Europe/Berlin 
8000316,Rheine,52.2763,7.434258,Europe/Berlin 
8000318,Rheydt Hbf,51.163031,6.439566,Europe/Berlin 
8000320,Rosenheim,47.85002,12.119202,Europe/Berlin 
8000322,Rottweil,48.165299,8.639298,Europe/Berlin 
8000323,Saarbrücken Hbf,49.241065,6.991018,Europe/Berlin 
8000329,Schwäbisch Gmünd,48.801007,9.787796,Europe/Berlin 
8000331,Andernach,50.434545,7.404837,Europe/Berlin 
8000333,Hausach,48.284928,8.181666,Europe/Berlin 
8000337,Marburg(Lahn),50.819274,8.775017,Europe/Berlin 
8000339,Mühlacker,48.953195,8.846104,Europe/Berlin 
8000349,Offenbach(Main)Hbf,50.099265,8.760743,Europe/Berlin 
8000366,Villingen(Schwarzw),48.058022,8.465258,Europe/Berlin 
8000368,Wabern(Bz Kassel),51.103136,9.35804,Europe/Berlin 
8000377,Weinheim(Bergstr),49.553306,8.665349,Europe/Berlin 
8000385,Gunzenhausen,49.120448,10.755467,Europe/Berlin 
8000403,Aachen Süd(Gr),50.731917,6.045407,Europe/Berlin 
8000459,Ainring,47.815034,12.964503,Europe/Berlin 
8000483,Alfeld(Leine),51.981418,9.817775,Europe/Berlin 
8000522,Hude,53.109429,8.460952,Europe/Berlin 
8000571,Lippstadt,51.670688,8.348785,Europe/Berlin 
8000635,Assmannshausen,49.985327,7.867359,Europe/Berlin 
8000664,Augustfehn,53.220886,7.759659,Europe/Berlin 
8000667,Montabaur,50.444838,7.825334,Europe/Berlin 
8000718,Bad Krozingen,47.919723,7.697633,Europe/Berlin 
8000732,Bad Oeynhausen,52.205393,8.79652,Europe/Berlin 
8000737,Bad Reichenhall,47.731165,12.88182,Europe/Berlin 
8000738,Bad Reichenhall-Kirchberg,47.718535,12.874,Europe/Berlin 
8000770,Bad Zwischenahn,53.182547,8.003123,Europe/Berlin 
8000774,Baden-Baden,48.790328,8.190827,Europe/Berlin 
8000800,Norden,53.588195,7.218913,Europe/Berlin 
8000831,Bayerisch Gmain,47.720378,12.89507,Europe/Berlin 
8000879,Bad Bentheim,52.309848,7.158541,Europe/Berlin 
8000880,Radolfzell,47.735875,8.968987,Europe/Berlin 
8000885,Berchtesgaden Hbf,47.626683,12.999058,Europe/Berlin 
8000891,Schlüchtern,50.341174,9.510038,Europe/Berlin 
8000935,Bad Bevensen,53.078246,10.574137,Europe/Berlin 
8000943,Biberach(Riß),48.101844,9.793127,Europe/Berlin 
8000997,Bischofswiesen,47.651889,12.960143,Europe/Berlin 
8001055,Böblingen,48.687761,9.004126,Europe/Berlin 
8001083,Bonn-Beuel,50.738479,7.127654,Europe/Berlin 
8001274,Fehmarn-Burg,54.44359,11.188981,Europe/Berlin 
8001443,Diepholz,52.604775,8.380337,Europe/Berlin 
8001751,Ellwangen,48.964117,10.129683,Europe/Berlin 
8001763,Eltville,50.027558,8.121529,Europe/Berlin 
8001767,Emden Außenhafen,53.34447,7.186174,Europe/Berlin 
8001768,Emden Hbf,53.369038,7.195172,Europe/Berlin 
8001774,Emmerich(Gr),51.901261,6.137358,Europe/Berlin 
8001787,Bad Endorf,47.905061,12.301558,Europe/Berlin 
8001844,Erlangen,49.595896,11.001906,Europe/Berlin 
8001920,Esslingen(Neckar),48.738811,9.300077,Europe/Berlin 
8001995,Fischen,47.45659,10.271712,Europe/Berlin 
8002007,Flensburg(Gr),54.80635,9.42554,Europe/Berlin 
8002021,Forbach(fr),49.214089,6.94431,Europe/Berlin 
8002041,Frankfurt(Main)Süd,50.099364,8.686456,Europe/Berlin 
8002042,Frankfurt(Main)West,50.118862,8.639334,Europe/Berlin 
8002187,Garmisch-Partenkirchen,47.49145,11.097012,Europe/Berlin 
8002206,Geilenkirchen,50.961034,6.124521,Europe/Berlin 
8002218,Geislingen(Steige),48.619353,9.841938,Europe/Berlin 
8002461,Gütersloh Hbf,51.906942,8.385074,Europe/Berlin 
8002504,Haffkrug,54.054186,10.742684,Europe/Berlin 
8002548,Hamburg Dammtor,53.560751,9.989568,Europe/Berlin 
8002549,Hamburg Hbf,53.552732,10.006908,Europe/Berlin 
8002553,Hamburg-Altona,53.552696,9.935174,Europe/Berlin 
8002554,Hamburg-Bergedorf,53.489835,10.206172,Europe/Berlin 
8002570,Hammerau,47.795878,12.946129,Europe/Berlin 
8002757,Heppenheim(Bergstr),49.641553,8.633374,Europe/Berlin 
8002806,Herzogenrath,50.870917,6.094488,Europe/Berlin 
8003001,Hornberg(Schwarzw),48.21189,8.232941,Europe/Berlin 
8003016,Hünfeld,50.673272,9.762456,Europe/Berlin 
8003036,Ibbenbüren,52.276866,7.721482,Europe/Berlin 
8003065,Immenstadt,47.559201,10.214002,Europe/Berlin 
8003102,Itzehoe,53.92387,9.51029,Europe/Berlin 
8003155,Venlo(Gr),51.340999,6.192578,Europe/Berlin 
8003184,Karlsruhe-Durlach,49.00233,8.462822,Europe/Berlin 
8003200,Kassel-Wilhelmshöhe,51.313115,9.446898,Europe/Berlin 
8003330,Köln/Bonn Flughafen,50.8789,7.119303,Europe/Berlin 
8003368,Köln Messe/Deutz,50.940871,6.975,Europe/Berlin 
8003400,Konstanz,47.658757,9.177312,Europe/Berlin 
8003487,Hannover Messe/Laatzen,52.316895,9.792866,Europe/Berlin 
8003494,Lahr(Schwarzw),48.340436,7.834737,Europe/Berlin 
8003515,Landstuhl,49.416283,7.565932,Europe/Berlin 
8003545,Langenhagen Mitte,52.440281,9.725429,Europe/Berlin 
8003680,Limburg Süd,50.382498,8.096107,Europe/Berlin 
8003701,Lingen(Ems),52.519863,7.321731,Europe/Berlin 
8003866,Marienhafe,53.520892,7.270727,Europe/Berlin 
8003930,Meckenbeuren,47.699757,9.558391,Europe/Berlin 
8003978,Meppen,52.696024,7.298018,Europe/Berlin 
8004009,Metzingen(Württ),48.539727,9.290153,Europe/Berlin 
8004043,Mittenwald,47.440031,11.265704,Europe/Berlin 
8004044,Mittenwald(Gr),47.39807,11.267439,Europe/Berlin 
8004124,Müllheim(Baden),47.80974,7.599327,Europe/Berlin 
8004158,München-Pasing,48.149892,11.461489,Europe/Berlin 
8004185,Murnau,47.682264,11.19263,Europe/Berlin 
8004305,Neumarkt(Oberpf),49.27322,11.456985,Europe/Berlin 
8004343,Niebüll,54.789603,8.834571,Europe/Berlin 
8004449,Norddeich,53.621581,7.160825,Europe/Berlin 
8004488,Nürtingen,48.628001,9.34265,Europe/Berlin 
8004506,Oberau,47.559273,11.13927,Europe/Berlin 
8004585,Oberstdorf,47.411032,10.278095,Europe/Berlin 
8004610,Westerstede-Ocholt,53.202162,7.88647,Europe/Berlin 
8004669,Oldenburg(Holst),54.283825,10.882835,Europe/Berlin 
8004751,Papenburg(Ems),53.089707,7.386705,Europe/Berlin 
8004760,Peine,52.318945,10.232142,Europe/Berlin 
8004815,Piding,47.759544,12.91153,Europe/Berlin 
8004885,Prien a Chiemsee,47.855513,12.346612,Europe/Berlin 
8004903,Puttgarden,54.500366,11.226717,Europe/Berlin 
8004965,Ravensburg,47.78448,9.606097,Europe/Berlin 
8005213,Rüdesheim(Rhein),49.976886,7.915415,Europe/Berlin 
8005321,Scharbeutz,54.018742,10.745759,Europe/Berlin 
8005362,Schleswig,54.499458,9.538139,Europe/Berlin 
8005424,Schorndorf,48.807147,9.526309,Europe/Berlin 
8005556,Siegburg/Bonn,50.793916,7.203029,Europe/Berlin 
8005561,Sierksdorf,54.068524,10.769104,Europe/Berlin 
8005609,Sonthofen,47.51324,10.272342,Europe/Berlin 
8005644,St Georgen(Schwarzw),48.123814,8.341953,Europe/Berlin 
8005661,Stadtallendorf,50.825432,9.015281,Europe/Berlin 
8005874,Timmendorferstrand,53.99421,10.762272,Europe/Berlin 
8005902,Triberg,48.140003,8.236806,Europe/Berlin 
8005927,Tutzing,47.907138,11.272886,Europe/Berlin 
8005940,Übersee,47.822046,12.487338,Europe/Berlin 
8006053,Vaihingen(Enz),48.948116,8.957633,Europe/Berlin 
8006076,Verden(Aller),52.920818,9.237854,Europe/Berlin 
8006272,Weil am Rhein,47.593972,7.608415,Europe/Berlin 
8006369,Westerland(Sylt),54.90684,8.310922,Europe/Berlin 
8006421,Wiesloch-Walldorf,49.291351,8.664145,Europe/Berlin 
8006552,Wolfsburg Hbf,52.429494,10.787783,Europe/Berlin 
8006730,Neu-Ulm,48.393041,10.004823,Europe/Berlin 
8007768,Norddeich Mole,53.624313,7.158802,Europe/Berlin 
8010004,Angermünde,53.015222,13.996357,Europe/Berlin 
8010018,Bad Kleinen,53.766972,11.466927,Europe/Berlin 
8010022,Bad Schandau,50.918839,14.139321,Europe/Berlin 
8010033,Bergen auf Rügen,54.420497,13.41782,Europe/Berlin 
8010036,Berlin-Lichtenberg,52.509894,13.496925,Europe/Berlin 
8010050,Bitterfeld,51.622856,12.316848,Europe/Berlin 
8010060,Brandenburg Hbf,52.400558,12.566137,Europe/Berlin 
8010066,Bützow,53.837115,11.99819,Europe/Berlin 
8010072,Coswig(b Dresden),51.122813,13.57941,Europe/Berlin 
8010073,Cottbus,51.750952,14.324158,Europe/Berlin 
8010077,Dessau Hbf,51.839865,12.234948,Europe/Berlin 
8010085,Dresden Hbf,51.040562,13.732038,Europe/Berlin 
8010089,Dresden-Neustadt,51.065902,13.740704,Europe/Berlin 
8010093,Eberswalde Hbf,52.834018,13.797057,Europe/Berlin 
8010097,Eisenach,50.976918,10.331985,Europe/Berlin 
8010099,Elsterwerda,51.459675,13.516432,Europe/Berlin 
8010101,Erfurt Hbf,50.972549,11.038501,Europe/Berlin 
8010113,Frankfurt(Oder),52.33642,14.546497,Europe/Berlin 
8010133,Jena-Göschwitz,50.883943,11.59354,Europe/Berlin 
8010136,Gotha,50.939074,10.71257,Europe/Berlin 
8010139,Greifswald,54.092921,13.370258,Europe/Berlin 
8010159,Halle(Saale)Hbf,51.477509,11.987088,Europe/Berlin 
8010193,Königs Wusterhausen,52.296634,13.631476,Europe/Berlin 
8010195,Köthen,51.751932,11.989353,Europe/Berlin 
8010205,Leipzig Hbf,51.346546,12.383333,Europe/Berlin 
8010216,Ludwigslust,53.334672,11.494488,Europe/Berlin 
8010217,Lübben(Spreewald),51.939735,13.877178,Europe/Berlin 
8010220,Lübbenau(Spreewald),51.862167,13.960903,Europe/Berlin 
8010222,Lutherstadt Wittenberg,51.867812,12.662286,Europe/Berlin 
8010224,Magdeburg Hbf,52.130351,11.62689,Europe/Berlin 
8010240,Naumburg(Saale)Hbf,51.163067,11.796984,Europe/Berlin 
8010250,Neustrelitz Hbf,53.359257,13.074603,Europe/Berlin 
8010255,Berlin Ostbahnhof,52.510972,13.434567,Europe/Berlin 
8010268,Pasewalk,53.515355,13.988878,Europe/Berlin 
8010282,Prenzlau,53.321611,13.866535,Europe/Berlin 
8010297,Riesa,51.309654,13.287737,Europe/Berlin 
8010304,Rostock Hbf,54.078242,12.131077,Europe/Berlin 
8010309,Saalfeld(Saale),50.650313,11.374986,Europe/Berlin 
8010324,Schwerin Hbf,53.634741,11.407455,Europe/Berlin 
8010334,Stendal,52.594725,11.854407,Europe/Berlin 
8010338,Stralsund Hbf,54.308626,13.077318,Europe/Berlin 
8010355,Velgast,54.277317,12.803138,Europe/Berlin 
8010361,Waren(Müritz),53.521513,12.680678,Europe/Berlin 
8010366,Weimar,50.99149,11.326462,Europe/Berlin 
8010368,Weißenfels,51.204615,11.970925,Europe/Berlin 
8010382,Wittenberge,53.003114,11.76287,Europe/Berlin 
8010396,Züssow,53.973877,13.548191,Europe/Berlin 
8010404,Berlin-Spandau,52.53447,13.19753,Europe/Berlin 
8010405,Berlin Wannsee,52.421053,13.179336,Europe/Berlin 
8011044,Anklam,53.8561,13.701825,Europe/Berlin 
8011051,Apolda,51.030943,11.526139,Europe/Berlin 
8011102,Berlin Gesundbrunnen,52.548961,13.388515,Europe/Berlin 
8011113,Berlin Südkreuz,52.475042,13.365314,Europe/Berlin 
8011160,Berlin Hbf,52.525589,13.369548,Europe/Berlin 
8011191,Ostseebad Binz,54.40482,13.600508,Europe/Berlin 
8011956,Jena Paradies,50.924853,11.587464,Europe/Berlin 
8012183,Leipzig/Halle Flughafen,51.42334,12.223423,Europe/Berlin 
8012478,Leipzig Messe,51.396148,12.389274,Europe/Berlin 
8012666,Potsdam Hbf,52.391703,13.066782,Europe/Berlin 
8012683,Prora,54.444984,13.564057,Europe/Berlin 
8012763,Ribnitz-Damgarten West,54.239175,12.436962,Europe/Berlin 
8013236,Warnemünde,54.176853,12.091273,Europe/Berlin 
8013470,Bernau(b Berlin),52.675834,13.592292,Europe/Berlin 
8070003,Frankfurt(M) Flughafen Fernbf,50.053169,8.57018,Europe/Berlin 
8070004,Frankfurt(M) Flughafen Regionalbf,50.051218,8.57125,Europe/Berlin 
8073368,Köln Messe/Deutz Gl.11-12,50.941716,6.974065,Europe/Berlin 
8089124,Frankfurt(Oder)(Gr),52.321174,14.576404,Europe/Berlin 
8089126,Schöna(Gr),50.860058,14.22213,Europe/Berlin 
8098160,Berlin Hbf (tief),52.525589,13.369548,Europe/Berlin 
8098262,München Hbf Gl.5-10,48.140093,11.555372,Europe/Berlin 
8100001,Kufstein,47.583077,12.165551,Europe/Vienna 
8100002,Salzburg Hbf,47.813048,13.04582,Europe/Vienna 
8100004,Wien Hbf (Autoreisezuganlage),48.176626,16.392872,Europe/Vienna 
8100008,St.Pölten Hbf,48.208304,15.624672,Europe/Vienna 
8100012,Amstetten NÖ,48.121603,14.878109,Europe/Vienna 
8100013,Linz Hbf,48.290177,14.292129,Europe/Vienna 
8100014,Wels Hbf,48.166081,14.02657,Europe/Vienna 
8100017,Attnang-Puchheim,48.012797,13.720721,Europe/Vienna 
8100040,Hallein,47.685167,13.099431,Europe/Vienna 
8100041,Golling-Abtenau,47.600579,13.164082,Europe/Vienna 
8100042,Bischofshofen,47.417855,13.219887,Europe/Vienna 
8100043,St. Johann im Pongau,47.348377,13.19496,Europe/Vienna 
8100044,Schwarzach-St.Veit,47.318533,13.154463,Europe/Vienna 
8100048,Zell am See,47.32052,12.796567,Europe/Vienna 
8100049,Saalfelden,47.426853,12.829764,Europe/Vienna 
8100052,Hochfilzen,47.467709,12.626527,Europe/Vienna 
8100053,Fieberbrunn,47.491135,12.52894,Europe/Vienna 
8100054,St. Johann in Tirol,47.519622,12.430778,Europe/Vienna 
8100055,Kitzbühel,47.454109,12.391045,Europe/Vienna 
8100057,Kirchberg in Tirol,47.448922,12.3091,Europe/Vienna 
8100058,Westendorf in Tirol,47.44111,12.222902,Europe/Vienna 
8100059,Hopfgarten im Brixental,47.455349,12.149181,Europe/Vienna 
8100060,Telfs-Pfaffenhofen,47.300708,11.078872,Europe/Vienna 
