stop_id,stop_name,stop_lat,stop_lon,stop_timezone
8100061,Ötztal,47.238484,10.859113,Europe/Vienna 
8100062,Imst-Pitztal,47.219077,10.761669,Europe/Vienna 
8100063,Landeck-Zams,47.148242,10.578388,Europe/Vienna 
8100064,St. Anton am Arlberg,47.127566,10.266993,Europe/Vienna 
8100065,Langen am Arlberg,47.131719,10.12037,Europe/Vienna 
8100067,Bludenz,47.154723,9.814566,Europe/Vienna 
8100070,Leoben Hbf,47.3866,15.089607,Europe/Vienna 
8100071,St.Michael in Obersteiermark,47.346625,15.009189,Europe/Vienna 
8100079,Krumpendorf/Wörthersee,46.626337,14.22151,Europe/Vienna 
8100080,Pörtschach am Wörther See,46.636198,14.146234,Europe/Vienna 
8100081,Velden am Wörther See,46.620053,14.044836,Europe/Vienna 
8100085,Klagenfurt Hbf,46.615586,14.313568,Europe/Vienna 
8100090,Bregenz,47.503001,9.739623,Europe/Vienna 
8100092,Spittal-Millstättersee,46.795703,13.487415,Europe/Vienna 
8100093,Mallnitz-Obervellach,46.981671,13.176424,Europe/Vienna 
8100095,Bad Gastein,47.111745,13.131999,Europe/Vienna 
8100097,Bad Hofgastein,47.195714,13.100941,Europe/Vienna 
8100098,Dorfgastein,47.238673,13.103063,Europe/Vienna 
8100099,Wörgl Hbf,47.4918,12.060584,Europe/Vienna 
8100102,Jenbach,47.388451,11.778457,Europe/Vienna 
8100108,Innsbruck Hbf,47.263277,11.401,Europe/Vienna 
8100113,Seefeld in Tirol,47.328727,11.189484,Europe/Vienna 
8100122,Dornbirn,47.417693,9.738805,Europe/Vienna 
8100131,Liezen,47.562707,14.241888,Europe/Vienna 
8100132,Stainach-Irdning,47.529195,14.106753,Europe/Vienna 
8100137,Schladming,47.393827,13.678148,Europe/Vienna 
8100138,Radstadt,47.384235,13.467809,Europe/Vienna 
8100147,Villach Hbf,46.618624,13.848538,Europe/Vienna 
8100150,Selzthal,47.550239,14.31284,Europe/Vienna 
8100173,Graz Hbf,47.072301,15.416437,Europe/Vienna 
8100197,Feldkirch,47.240974,9.604102,Europe/Vienna 
8100309,Stadt Rottenmann,47.527227,14.367171,Europe/Vienna 
8100353,Flughafen Wien,48.120901,16.563074,Europe/Vienna 
8100366,Brixen im Thale,47.449227,12.260549,Europe/Vienna 
8100507,Vöcklabruck,48.010064,13.663702,Europe/Vienna 
8100514,Wien Meidling,48.17445,16.333085,Europe/Vienna 
8100539,Werfen,47.472599,13.195184,Europe/Vienna 
8101044,Kitzbühel Hahnenkamm,47.443384,12.389859,Europe/Vienna 
8101917,Salzburg Süd,47.770223,13.078486,Europe/Vienna 
8103000,Wien Hbf,48.184923,16.375864,Europe/Vienna 
8200100,Luxembourg,49.599717,6.134391,Europe/Luxembourg 
8300046,Milano Centrale,45.487143,9.204828,Europe/Rome 
8300048,Brescia,45.532161,10.212869,Europe/Rome 
8300076,Bressanone/Brixen,46.709892,11.649768,Europe/Rome 
8300084,Bolzano/Bozen,46.49638,11.358787,Europe/Rome 
8300086,Conegliano,45.884664,12.299104,Europe/Rome 
8300089,Fortezza/Franzensfeste,46.788718,11.61008,Europe/Rome 
8300092,Brennero/Brenner,47.002338,11.505428,Europe/Rome 
8300093,Venezia Mestre,45.481902,12.2319,Europe/Rome 
8300094,Venezia Santa Lucia,45.441397,12.320462,Europe/Rome 
8300098,Padova,45.417827,11.88062,Europe/Rome 
8300101,Trento,46.072287,11.118901,Europe/Rome 
8300106,Desenzano del Garda/Sirmione,45.462665,10.536274,Europe/Rome 
8300110,Pordenone,45.956353,12.653683,Europe/Rome 
8300111,Portogruaro-Caorle,45.78091,12.831202,Europe/Rome 
8300113,Rovereto,45.890956,11.033602,Europe/Rome 
8300115,Udine,46.055783,13.242162,Europe/Rome 
8300119,Tarvisio,46.534845,13.640537,Europe/Rome 
8300120,Verona Porta Nuova,45.428659,10.982741,Europe/Rome 
8300124,Peschiera del Garda,45.437576,10.701181,Europe/Rome 
8300126,Vicenza,45.541096,11.540774,Europe/Rome 
8300130,Treviso Centrale,45.6597,12.245132,Europe/Rome 
8300148,Chiusi-Chianciano Terme,43.002471,11.9579,Europe/Rome 
8300151,Firenze S.M.N.,43.77681,11.247806,Europe/Rome 
8300179,Arezzo,43.461073,11.875388,Europe/Rome 
8300217,Bologna Centrale,44.506141,11.343406,Europe/Rome 
8300257,Orvieto,42.723931,12.126753,Europe/Rome 
8300263,Roma Termini,41.900492,12.50279,Europe/Rome 
8300533,Rovato,45.552099,10.001362,Europe/Rome 
8303915,Tarvisio Boscoverde,46.506358,13.607214,Europe/Rome 
8400051,Almelo,52.357284,6.654813,Europe/Amsterdam 
8400055,Amersfoort,52.153642,5.373239,Europe/Amsterdam 
8400058,Amsterdam Centraal,52.37919,4.899426,Europe/Amsterdam 
8400066,Apeldoorn,52.209429,5.967489,Europe/Amsterdam 
8400071,Arnhem,51.98478,5.901004,Europe/Amsterdam 
8400080,Almere Centrum,52.375244,5.218768,Europe/Amsterdam 
8400173,Deventer,52.257432,6.160505,Europe/Amsterdam 
8400194,Duivendrecht,52.323556,4.936552,Europe/Amsterdam 
8400316,Hengelo,52.261854,6.793723,Europe/Amsterdam 
8400322,Hilversum,52.22667,5.1814,Europe/Amsterdam 
8400561,Schiphol (Airport),52.308787,4.761487,Europe/Amsterdam 
8400621,Utrecht Centraal,52.089396,5.109864,Europe/Amsterdam 
8400644,Venlo,51.364407,6.17184,Europe/Amsterdam 
8500010,Basel SBB,47.547075,7.589169,Europe/Zurich
8500023,Liestal,47.484375,7.731352,Europe/Zurich 
8500026,Sissach,47.462747,7.812021,Europe/Zurich 
8500218,Olten,47.352009,7.907621,Europe/Zurich 
8502113,Aarau,47.391148,8.051323,Europe/Zurich 
8502119,Lenzburg,47.391301,8.170583,Europe/Zurich 
8503000,Zürich HB,47.378186,8.539203,Europe/Zurich 
8503016,Zürich Flughafen,47.450279,8.562333,Europe/Zurich 
8503424,Schaffhausen,47.698921,8.632898,Europe/Zurich 
8503504,Baden(CH),47.476465,8.307408,Europe/Zurich 
8506000,Winterthur,47.500511,8.723482,Europe/Zurich 
8506206,Wil(CH),47.462343,9.04019,Europe/Zurich 
8506210,Gossau SG,47.411635,9.253504,Europe/Zurich 
8506302,St. Gallen(CH),47.423276,9.369303,Europe/Zurich 
8506314,St. Margrethen,47.453353,9.638413,Europe/Zurich 
8507000,Bern,46.949113,7.438483,Europe/Zurich 
8507100,Thun,46.754856,7.629576,Europe/Zurich 
8507483,Spiez,46.686394,7.680095,Europe/Zurich 
8507492,Interlaken Ost,46.690691,7.868977,Europe/Zurich 
8507493,Interlaken West,46.682627,7.851439,Europe/Zurich 
8509000,Chur,46.85344,9.528475,Europe/Zurich 
8509002,Landquart,46.967451,9.554059,Europe/Zurich 
8509411,Sargans,47.044794,9.446269,Europe/Zurich 
8600623,Fredericia st,55.568087,9.738814,Europe/Copenhagen 
8601031,Hoeje Taastrup st,55.648621,12.268801,Europe/Copenhagen 
8601242,Koebenhavns Lufthavn st,55.629609,12.649377,Europe/Copenhagen 
8601309,Koebenhavn H,55.672721,12.564618,Europe/Copenhagen 
8601318,Kolding st,55.490842,9.481525,Europe/Copenhagen 
8601343,Korsoer st,55.3572,11.135126,Europe/Copenhagen 
8601512,Lunderskov st,55.480118,9.30379,Europe/Copenhagen 
8601593,Middelfart st,55.501621,9.734661,Europe/Copenhagen 
8601739,Nyborg st,55.31407,10.802921,Europe/Copenhagen 
8601745,Nykoebing F st,54.766833,11.87777,Europe/Copenhagen 
8601770,Odense st,55.401777,10.386001,Europe/Copenhagen 
8601811,Orehoved st,54.939076,11.867756,Europe/Copenhagen 
8601899,Padborg st,54.824247,9.358804,Europe/Copenhagen 
8601979,Ringsted st,55.43804,11.786152,Europe/Copenhagen 
8601988,Roedby,54.655718,11.357466,Europe/Copenhagen 
8601996,Roedekro st,55.069689,9.332753,Europe/Copenhagen 
8602026,Roskilde st,55.639012,12.088855,Europe/Copenhagen 
8602254,Slagelse st,55.407548,11.348054,Europe/Copenhagen 
8602350,Soroe st,55.419019,11.568793,Europe/Copenhagen 
8602553,Tinglev st,54.936172,9.258233,Europe/Copenhagen 
8602714,Valby(Koebenhavn),55.663795,12.514323,Europe/Copenhagen 
8602722,Vamdrup st,55.428089,9.28645,Europe/Copenhagen 
8602887,Vojens st,55.248475,9.304914,Europe/Copenhagen 
8700011,Paris Est,48.876975,2.35912,Europe/Paris 
8700023,Strasbourg,48.585338,7.734067,Europe/Paris 
8700031,Mulhouse Ville,47.741952,7.343045,Europe/Paris 
8700074,Marseille-St-Charles,43.303816,5.381949,Europe/Paris 
8700091,Chalon sur Saône,46.781742,4.843396,Europe/Paris 
8700152,Lyon Part Dieu,45.760568,4.859991,Europe/Paris 
8700271,Forbach(F),49.189215,6.900254,Europe/Paris 
8700729,Lorraine,48.947406,6.169692,Europe/Paris 
8704918,Avignon TGV,43.921932,4.786045,Europe/Paris 
8704980,Aix-en-Provence TGV,43.455167,5.317227,Europe/Paris 
8730082,Belfort-Montbéliard TGV,47.585935,6.897629,Europe/Paris 
8730086,Besançon Franche-Comté TGV,47.307557,5.952674,Europe/Paris 
8800002,Bruxelles-Nord,50.860238,4.361458,Europe/Brussels 
8800004,Bruxelles Midi,50.835374,4.335695,Europe/Brussels 
8800012,Liège-Guillemins,50.624361,5.56648,Europe/Brussels 
